EngagementId,Platform,PostType,Reach,Impressions,EngagementCount,Date
1629,Twitter,Reel,1755,6804,612,12/19/2023
1630,Twitter,Post,1662,2352,195,12/19/2023
1631,Facebook,Ad,3794,17451,1455,12/20/2023
1632,Facebook,Reel,1021,3645,78,12/20/2023
1633,Instagram,Story,2633,3819,261,12/20/2023
1634,Instagram,Reel,2179,9629,464,12/20/2023
1635,Twitter,Story,1594,1625,133,12/20/2023
1636,Instagram,Post,3872,10985,69,12/21/2023
1637,Instagram,Story,4654,9722,646,12/21/2023
1638,Twitter,Post,488,2167,59,12/21/2023
1639,Twitter,Story,3779,11366,419,12/21/2023
1640,Facebook,Ad,1660,2895,11,12/22/2023
1641,Facebook,Ad,2273,6244,489,12/22/2023
1642,Facebook,Post,4021,18883,895,12/22/2023
1643,Instagram,Story,1871,8699,565,12/22/2023
1644,Twitter,Post,292,1441,54,12/22/2023
1645,Twitter,Post,4124,4590,433,12/22/2023
1646,Twitter,Reel,4093,12011,739,12/22/2023
1647,Facebook,Story,4553,20221,864,12/23/2023
1648,Twitter,Post,3727,17809,325,12/23/2023
1649,Twitter,Ad,3803,11850,397,12/23/2023
1650,Facebook,Ad,4235,15439,1532,12/24/2023
1651,Facebook,Reel,1305,2205,167,12/24/2023
1652,Instagram,Story,1949,5058,153,12/24/2023
1653,Instagram,Reel,750,3181,313,12/24/2023
1654,Instagram,Post,4212,10076,665,12/24/2023
1655,Twitter,Ad,2713,4122,118,12/24/2023
1656,Twitter,Reel,2083,3712,137,12/24/2023
1657,Twitter,Reel,4366,10697,384,12/24/2023
1658,Instagram,Post,2985,13851,558,12/25/2023
1659,Twitter,Story,115,294,29,12/25/2023
1660,Facebook,Story,908,3854,37,12/26/2023
1661,Facebook,Ad,2646,9772,344,12/26/2023
1662,Instagram,Ad,481,2285,109,12/26/2023
1663,Instagram,Story,198,236,14,12/26/2023
1664,Twitter,Story,4603,20926,660,12/26/2023
1665,Twitter,Reel,2958,9638,725,12/26/2023
1666,Twitter,Story,90,447,13,12/26/2023
1667,Facebook,Story,4622,22635,1516,12/27/2023
1668,Facebook,Story,3417,9992,196,12/27/2023
1669,Facebook,Ad,1542,2403,17,12/27/2023
1670,Instagram,Reel,1151,4767,450,12/27/2023
1671,Instagram,Story,349,1501,125,12/27/2023
1672,Twitter,Reel,3232,7447,566,12/27/2023
1673,Instagram,Post,2773,5455,333,12/28/2023
1674,Instagram,Ad,1864,7418,107,12/28/2023
1675,Twitter,Reel,1985,5676,329,12/28/2023
1676,Twitter,Reel,4296,13808,241,12/28/2023
1677,Twitter,Post,439,1375,61,12/28/2023
1678,Facebook,Ad,3426,6576,653,12/29/2023
1679,Twitter,Post,392,520,8,12/29/2023
1680,Twitter,Ad,2835,4112,277,12/29/2023
1681,Facebook,Post,4783,22483,568,12/30/2023
1682,Facebook,Story,613,2456,186,12/30/2023
1683,Facebook,Reel,261,505,6,12/30/2023
1684,Instagram,Ad,3453,5308,205,12/30/2023
1685,Twitter,Reel,3304,6143,263,12/30/2023
1686,Facebook,Reel,1700,2073,80,12/31/2023
1687,Facebook,Reel,3583,4580,94,12/31/2023
1688,Instagram,Story,3516,7849,469,12/31/2023
1689,Instagram,Post,917,3781,332,12/31/2023
1690,Twitter,Ad,3842,14846,1463,12/31/2023
1691,Twitter,Story,4636,19188,236,12/31/2023
1692,Twitter,Ad,4654,9886,503,12/31/2023
1693,Facebook,Reel,3458,3977,94,1/1/2024
1694,Facebook,Ad,4238,7500,627,1/1/2024
1695,Facebook,Reel,3965,11169,443,1/1/2024
1696,Instagram,Ad,244,333,7,1/1/2024
1697,Instagram,Ad,446,1707,57,1/1/2024
1698,Instagram,Post,2402,7155,626,1/2/2024
1699,Instagram,Post,632,1984,120,1/2/2024
1700,Facebook,Story,273,1129,72,1/3/2024
1701,Facebook,Reel,3876,9668,431,1/3/2024
1702,Twitter,Story,3053,4513,350,1/3/2024
1703,Facebook,Post,1112,2922,52,1/4/2024
1704,Facebook,Ad,4163,9840,560,1/4/2024
1705,Facebook,Story,3689,11330,517,1/4/2024
1706,Instagram,Reel,3432,10694,147,1/4/2024
1707,Instagram,Reel,2693,13282,962,1/4/2024
1708,Instagram,Post,1442,4289,420,1/4/2024
1709,Twitter,Story,4826,12372,127,1/4/2024
1710,Twitter,Story,970,2619,135,1/4/2024
1711,Twitter,Reel,1037,4800,414,1/4/2024
1712,Instagram,Story,4910,21428,1838,1/5/2024
1713,Instagram,Post,4328,15539,51,1/5/2024
1714,Instagram,Ad,4436,6381,388,1/5/2024
1715,Twitter,Reel,4939,10933,939,1/5/2024
1716,Twitter,Story,780,3450,270,1/5/2024
1717,Facebook,Reel,1627,2287,132,1/6/2024
1718,Facebook,Reel,2177,7859,616,1/6/2024
1719,Facebook,Ad,2763,9751,906,1/6/2024
1720,Instagram,Story,1434,1514,59,1/6/2024
1721,Twitter,Reel,2658,9673,895,1/6/2024
1722,Twitter,Ad,3106,7417,315,1/6/2024
1723,Twitter,Post,1855,5507,230,1/6/2024
1724,Facebook,Story,363,629,33,1/7/2024
1725,Facebook,Reel,3997,16475,1093,1/7/2024
1726,Instagram,Reel,591,2423,170,1/7/2024
1727,Instagram,Story,2559,12501,840,1/7/2024
1728,Twitter,Story,3760,10687,527,1/7/2024
1729,Twitter,Reel,2809,4270,98,1/7/2024
1730,Twitter,Story,3609,13282,265,1/7/2024
1731,Facebook,Reel,621,1134,95,1/8/2024
1732,Facebook,Post,1439,2981,297,1/8/2024
1733,Instagram,Post,4956,22124,924,1/8/2024
1734,Instagram,Reel,54,179,10,1/8/2024
1735,Facebook,Ad,220,1020,77,1/9/2024
1736,Facebook,Story,3083,14822,454,1/9/2024
1737,Facebook,Story,1343,4383,10,1/9/2024
1738,Twitter,Post,2240,5097,155,1/9/2024
1739,Twitter,Story,4766,19908,461,1/9/2024
1740,Twitter,Ad,2794,9583,447,1/9/2024
1741,Facebook,Story,4700,20514,614,1/10/2024
1742,Facebook,Ad,878,2402,81,1/10/2024
1743,Facebook,Reel,2856,10468,407,1/10/2024
1744,Instagram,Post,4683,16627,1369,1/10/2024
1745,Facebook,Ad,2605,11950,1076,1/11/2024
1746,Twitter,Ad,417,458,16,1/11/2024
1747,Twitter,Ad,1105,4396,161,1/12/2024
1748,Twitter,Story,887,1227,42,1/12/2024
1749,Facebook,Story,465,736,47,1/13/2024
1750,Facebook,Ad,4287,20041,124,1/13/2024
1751,Instagram,Ad,3165,15436,249,1/13/2024
1752,Twitter,Ad,1964,2385,130,1/13/2024
1753,Twitter,Post,3634,12740,512,1/13/2024
1754,Twitter,Post,3154,4341,313,1/13/2024
1755,Facebook,Reel,2328,7489,31,1/14/2024
1756,Facebook,Story,2308,3861,165,1/14/2024
1757,Facebook,Story,2415,10189,648,1/14/2024
1758,Instagram,Post,4143,12449,458,1/14/2024
1759,Instagram,Story,4718,16489,611,1/14/2024
1760,Instagram,Story,3069,6332,580,1/14/2024
1761,Twitter,Ad,4104,16635,156,1/14/2024
1762,Twitter,Reel,1395,3604,316,1/14/2024
1763,Twitter,Story,1945,7357,288,1/14/2024
1764,Instagram,Ad,941,3134,263,1/15/2024
1765,Twitter,Ad,4461,7758,250,1/15/2024
1766,Facebook,Ad,4885,22984,993,1/16/2024
1767,Instagram,Reel,4064,6272,118,1/16/2024
1768,Twitter,Post,820,1878,25,1/16/2024
1769,Twitter,Reel,3154,7910,422,1/16/2024
1770,Twitter,Reel,4971,15728,1541,1/16/2024
1771,Facebook,Reel,1424,6482,93,1/17/2024
1772,Facebook,Reel,1853,5697,59,1/17/2024
1773,Facebook,Story,3581,11716,405,1/17/2024
1774,Instagram,Ad,3746,18277,560,1/17/2024
1775,Instagram,Ad,4036,5640,258,1/17/2024
1776,Instagram,Post,4037,15700,748,1/17/2024
1777,Facebook,Reel,2558,5343,307,1/18/2024
1778,Facebook,Story,209,700,52,1/18/2024
1779,Facebook,Story,2716,12988,795,1/18/2024
1780,Instagram,Story,1479,6806,608,1/18/2024
1781,Instagram,Story,1339,5724,443,1/18/2024
1782,Twitter,Post,309,607,56,1/18/2024
1783,Instagram,Reel,4115,8872,465,1/19/2024
1784,Twitter,Reel,1039,3284,83,1/19/2024
1785,Twitter,Ad,3333,9699,785,1/19/2024
1786,Twitter,Post,751,2060,41,1/19/2024
1787,Facebook,Post,590,2543,53,1/20/2024
1788,Instagram,Reel,4937,23054,21,1/20/2024
1789,Instagram,Reel,3968,4146,346,1/20/2024
1790,Twitter,Ad,1750,5225,326,1/20/2024
1791,Facebook,Post,2910,11055,614,1/21/2024
1792,Facebook,Story,2101,8317,261,1/21/2024
1793,Facebook,Reel,53,203,12,1/21/2024
1794,Instagram,Post,2397,5282,512,1/21/2024
1795,Twitter,Story,4525,16985,198,1/21/2024
1796,Facebook,Post,1409,5354,316,1/22/2024
1797,Facebook,Post,1617,7326,454,1/22/2024
1798,Facebook,Post,647,2350,82,1/22/2024
1799,Twitter,Reel,3477,15306,1082,1/22/2024
1800,Twitter,Post,1762,2180,39,1/22/2024
1801,Twitter,Reel,4315,7339,194,1/22/2024
1802,Facebook,Ad,173,485,40,1/23/2024
1803,Facebook,Reel,3768,15428,1499,1/23/2024
1804,Instagram,Post,793,2799,13,1/23/2024
1805,Instagram,Reel,4650,19958,1964,1/23/2024
1806,Instagram,Story,386,1012,29,1/23/2024
1807,Twitter,Post,4184,18276,579,1/23/2024
1808,Twitter,Ad,815,3880,298,1/23/2024
1809,Twitter,Post,4499,18513,141,1/23/2024
1810,Facebook,Story,2647,9824,652,1/24/2024
1811,Facebook,Story,4849,20127,561,1/24/2024
1812,Instagram,Ad,611,2547,5,1/24/2024
1813,Instagram,Post,1650,5440,485,1/24/2024
1814,Instagram,Ad,315,1325,129,1/24/2024
1815,Twitter,Ad,3668,16063,1457,1/24/2024
1816,Instagram,Reel,428,960,88,1/25/2024
1817,Instagram,Story,457,830,8,1/25/2024
1818,Twitter,Reel,1369,6417,340,1/25/2024
1819,Facebook,Reel,2728,12820,687,1/26/2024
1820,Facebook,Post,4321,20865,729,1/26/2024
1821,Facebook,Ad,4906,14424,531,1/26/2024
1822,Twitter,Post,3478,16228,206,1/26/2024
1823,Twitter,Ad,554,2663,216,1/26/2024
1824,Instagram,Story,2992,14049,194,1/27/2024
1825,Instagram,Reel,4910,18872,1529,1/27/2024
1826,Instagram,Post,2653,10898,649,1/27/2024
1827,Twitter,Post,3576,11426,75,1/27/2024
1828,Twitter,Ad,4580,9081,900,1/27/2024
1829,Facebook,Story,4192,5172,490,1/28/2024
1830,Instagram,Reel,1180,3009,200,1/28/2024
1831,Instagram,Story,546,2223,47,1/28/2024
1832,Twitter,Story,4850,19632,562,1/28/2024
1833,Twitter,Reel,3807,16758,955,1/28/2024
1834,Twitter,Reel,741,1487,36,1/28/2024
1835,Facebook,Ad,1562,3922,354,1/29/2024
1836,Facebook,Story,3892,13148,183,1/29/2024
1837,Instagram,Story,2434,6191,478,1/29/2024
1838,Instagram,Post,4929,5646,41,1/29/2024
1839,Twitter,Reel,3198,4500,71,1/29/2024
1840,Twitter,Reel,3738,18470,1742,1/29/2024
1841,Instagram,Ad,736,1691,161,1/30/2024
1842,Instagram,Post,4939,15405,1142,1/30/2024
1843,Twitter,Post,2940,14419,1368,1/30/2024
1844,Twitter,Story,619,942,52,1/30/2024
1845,Twitter,Post,3284,9535,768,1/30/2024
1846,Facebook,Reel,4289,8352,823,1/31/2024
1847,Facebook,Post,751,3449,229,1/31/2024
1848,Instagram,Reel,153,557,48,1/31/2024
1849,Facebook,Ad,4976,10781,355,2/1/2024
1850,Facebook,Reel,558,2578,182,2/1/2024
1851,Instagram,Reel,4719,12943,872,2/1/2024
1852,Instagram,Ad,578,806,67,2/1/2024
1853,Instagram,Ad,2608,6370,370,2/1/2024
1854,Twitter,Story,463,1206,55,2/1/2024
1855,Twitter,Post,1904,9348,110,2/1/2024
1856,Facebook,Story,3212,14954,497,2/2/2024
1857,Facebook,Story,2136,4749,99,2/2/2024
1858,Facebook,Reel,1961,4572,64,2/3/2024
1859,Facebook,Ad,584,1165,50,2/4/2024
1860,Facebook,Post,1113,2878,217,2/4/2024
1861,Facebook,Reel,4359,13799,170,2/4/2024
1862,Twitter,Ad,2667,6267,70,2/4/2024
1863,Twitter,Ad,3466,5365,258,2/4/2024
1864,Facebook,Story,2910,3096,60,2/5/2024
1865,Facebook,Reel,167,287,21,2/5/2024
1866,Facebook,Post,355,965,6,2/5/2024
1867,Twitter,Post,3168,8170,5,2/5/2024
1868,Facebook,Reel,4832,6046,440,2/6/2024
1869,Twitter,Reel,3980,17317,269,2/6/2024
1870,Twitter,Ad,3919,9463,481,2/6/2024
1871,Twitter,Post,4947,12136,384,2/7/2024
1872,Twitter,Post,2703,6957,277,2/7/2024
1873,Twitter,Ad,800,997,71,2/7/2024
1874,Facebook,Story,534,1375,42,2/8/2024
1875,Facebook,Ad,4008,6578,340,2/8/2024
1876,Instagram,Post,1763,4064,216,2/8/2024
1877,Instagram,Reel,2119,8783,792,2/8/2024
1878,Twitter,Post,278,795,75,2/8/2024
1879,Twitter,Post,2220,5148,248,2/8/2024
1880,Facebook,Story,4819,18029,261,2/9/2024
1881,Facebook,Reel,891,2593,58,2/9/2024
1882,Instagram,Story,1099,3881,31,2/9/2024
1883,Instagram,Ad,1068,2413,18,2/9/2024
1884,Instagram,Post,2111,6743,217,2/9/2024
1885,Twitter,Reel,2953,5055,395,2/9/2024
1886,Twitter,Reel,4738,19573,1235,2/9/2024
1887,Twitter,Ad,4313,18879,1608,2/9/2024
1888,Facebook,Ad,363,849,34,2/10/2024
1889,Facebook,Ad,3751,4392,268,2/10/2024
1890,Instagram,Ad,3046,9328,248,2/10/2024
1891,Twitter,Reel,3909,18719,1592,2/10/2024
1892,Twitter,Story,3597,17144,1551,2/10/2024
1893,Facebook,Reel,2250,3997,93,2/11/2024
1894,Facebook,Story,51,76,7,2/11/2024
1895,Facebook,Post,998,3085,233,2/12/2024
1896,Facebook,Post,3819,11848,1042,2/12/2024
1897,Twitter,Story,4371,13839,122,2/12/2024
1898,Twitter,Post,4907,16596,15,2/12/2024
1899,Facebook,Ad,2213,7356,171,2/13/2024
1900,Instagram,Post,2523,11513,663,2/13/2024
1901,Instagram,Reel,2166,2580,169,2/13/2024
1902,Twitter,Reel,997,2156,43,2/13/2024
1903,Twitter,Ad,82,237,5,2/13/2024
1904,Facebook,Reel,1246,5710,372,2/14/2024
1905,Facebook,Ad,2399,8180,349,2/14/2024
1906,Facebook,Reel,3267,15086,710,2/14/2024
1907,Instagram,Story,4224,14999,1451,2/14/2024
1908,Instagram,Post,4602,22860,1390,2/14/2024
1909,Facebook,Story,2133,2225,132,2/16/2024
1910,Facebook,Post,657,1080,30,2/16/2024
1911,Twitter,Ad,227,1106,29,2/16/2024
1912,Facebook,Story,1482,6927,647,2/17/2024
1913,Facebook,Post,135,222,9,2/17/2024
1914,Facebook,Ad,2938,14022,22,2/17/2024
1915,Instagram,Ad,3709,9965,29,2/17/2024
1916,Instagram,Post,767,2558,9,2/17/2024
1917,Twitter,Ad,3502,8504,294,2/17/2024
1918,Facebook,Story,4884,23828,469,2/18/2024
1919,Instagram,Story,481,533,36,2/18/2024
1920,Facebook,Post,3489,13746,702,2/19/2024
1921,Facebook,Story,3497,8345,414,2/19/2024
1922,Instagram,Story,3980,12029,223,2/19/2024
1923,Instagram,Post,996,4316,408,2/19/2024
1924,Twitter,Reel,3025,8150,441,2/19/2024
1925,Twitter,Post,1734,3526,293,2/19/2024
1926,Twitter,Ad,947,2803,176,2/19/2024
1927,Facebook,Story,1713,5589,405,2/20/2024
1928,Instagram,Ad,1876,4543,65,2/20/2024
1929,Twitter,Ad,750,2383,228,2/20/2024
1930,Twitter,Reel,2039,8408,603,2/20/2024
1931,Facebook,Ad,2315,5800,484,2/21/2024
1932,Facebook,Post,3593,10446,404,2/21/2024
1933,Facebook,Post,2875,7034,164,2/21/2024
1934,Twitter,Story,3952,7026,278,2/21/2024
1935,Facebook,Ad,561,1869,68,2/22/2024
1936,Facebook,Ad,643,1718,110,2/22/2024
1937,Instagram,Reel,3593,8156,351,2/22/2024
1938,Instagram,Story,3725,14334,1390,2/22/2024
1939,Facebook,Ad,1470,4618,115,2/23/2024
1940,Facebook,Ad,165,445,6,2/23/2024
1941,Facebook,Post,1877,4654,183,2/23/2024
1942,Instagram,Post,3638,17799,1706,2/23/2024
1943,Instagram,Ad,1148,4954,252,2/23/2024
1944,Instagram,Ad,3450,11507,1039,2/23/2024
1945,Twitter,Reel,2206,6446,328,2/23/2024
1946,Twitter,Ad,3570,7702,721,2/23/2024
1947,Facebook,Reel,349,1731,20,2/25/2024
1948,Facebook,Post,1670,3326,19,2/25/2024
1949,Twitter,Story,2886,13640,257,2/25/2024
1950,Twitter,Ad,1488,4697,224,2/25/2024
1951,Facebook,Post,2732,6876,540,2/26/2024
1952,Facebook,Reel,189,562,15,2/26/2024
1953,Twitter,Ad,4326,9327,410,2/26/2024
1954,Facebook,Post,569,1540,103,2/27/2024
1955,Facebook,Story,3490,11165,1111,2/27/2024
1956,Instagram,Post,1773,3905,132,2/27/2024
1957,Instagram,Story,4981,7605,428,2/27/2024
1958,Instagram,Post,898,1421,130,2/27/2024
1959,Facebook,Story,3358,10495,521,2/28/2024
1960,Instagram,Reel,492,2241,114,2/28/2024
1961,Twitter,Ad,4345,8179,749,2/28/2024
1962,Twitter,Reel,4599,14869,1212,2/28/2024
1963,Twitter,Post,4416,6872,390,2/29/2024
1964,Twitter,Post,4931,15060,1206,2/29/2024
1965,Twitter,Post,1431,2982,33,2/29/2024
1966,Facebook,Post,1604,4425,238,3/1/2024
1967,Facebook,Ad,956,2207,171,3/1/2024
1968,Facebook,Reel,2881,6248,378,3/1/2024
1969,Instagram,Reel,4231,20006,1225,3/1/2024
1970,Twitter,Post,4656,20252,646,3/1/2024
1971,Instagram,Post,4935,11923,1005,3/2/2024
1972,Instagram,Reel,2271,11055,173,3/2/2024
1973,Facebook,Post,1210,2662,193,3/3/2024
1974,Facebook,Ad,4988,20257,1466,3/3/2024
1975,Facebook,Story,409,1809,95,3/3/2024
1976,Twitter,Post,1282,5180,300,3/3/2024
1977,Twitter,Story,1430,1979,18,3/3/2024
1978,Facebook,Story,1207,4464,128,3/4/2024
1979,Instagram,Story,2375,3932,29,3/4/2024
1980,Instagram,Ad,1666,3582,108,3/4/2024
1981,Twitter,Ad,4808,23152,1887,3/4/2024
1982,Twitter,Reel,2737,10961,969,3/4/2024
1983,Twitter,Post,885,3103,49,3/4/2024
1984,Facebook,Reel,968,1103,68,3/6/2024
1985,Facebook,Reel,3633,16402,491,3/6/2024
1986,Facebook,Ad,1543,6042,399,3/6/2024
1987,Instagram,Ad,1157,3017,282,3/6/2024
1988,Instagram,Reel,2929,5282,358,3/6/2024
1989,Twitter,Reel,3434,8920,60,3/6/2024
1990,Twitter,Reel,915,3049,172,3/6/2024
1991,Facebook,Ad,4018,8301,740,3/7/2024
1992,Facebook,Post,4960,7990,529,3/7/2024
1993,Facebook,Ad,2070,9028,344,3/7/2024
1994,Instagram,Ad,786,939,13,3/7/2024
1995,Instagram,Ad,2921,14397,1425,3/7/2024
1996,Facebook,Post,2459,9308,829,3/8/2024
1997,Facebook,Reel,2481,3514,38,3/8/2024
1998,Facebook,Story,3981,18781,90,3/8/2024
1999,Instagram,Reel,522,2575,36,3/8/2024
2000,Twitter,Post,3423,6994,567,3/8/2024
2001,Facebook,Reel,1202,2351,163,3/9/2024
2002,Instagram,Reel,2303,10985,820,3/9/2024
2003,Instagram,Ad,1424,5649,227,3/9/2024
2004,Twitter,Post,597,2379,163,3/9/2024
2005,Twitter,Ad,2425,5656,429,3/9/2024
2006,Twitter,Reel,323,470,27,3/9/2024
2007,Instagram,Ad,1605,2504,140,3/10/2024
2008,Instagram,Post,1931,8449,731,3/10/2024
2009,Instagram,Ad,1437,3933,187,3/10/2024
2010,Twitter,Ad,2913,14381,841,3/10/2024
2011,Twitter,Ad,4187,5118,243,3/10/2024
2012,Facebook,Post,2710,7736,437,3/11/2024
2013,Twitter,Reel,3622,17415,1720,3/11/2024
2014,Twitter,Post,3769,10306,603,3/11/2024
2015,Twitter,Reel,3779,12967,1098,3/11/2024
2016,Facebook,Reel,4249,17473,1354,3/12/2024
2017,Facebook,Story,2588,7668,381,3/12/2024
2018,Facebook,Post,3747,17395,1014,3/12/2024
2019,Instagram,Story,724,895,35,3/12/2024
2020,Twitter,Reel,4754,22880,694,3/12/2024
2021,Twitter,Reel,2528,5779,389,3/12/2024
2022,Twitter,Story,4735,13053,630,3/12/2024
2023,Facebook,Story,2043,8739,765,3/13/2024
2024,Facebook,Story,518,1367,101,3/13/2024
2025,Instagram,Post,1787,2681,148,3/13/2024
2026,Twitter,Reel,1548,5186,416,3/13/2024
2027,Twitter,Story,742,2264,69,3/13/2024
2028,Facebook,Ad,1364,1910,84,3/14/2024
2029,Facebook,Reel,4789,12973,712,3/14/2024
2030,Instagram,Post,4926,20883,175,3/14/2024
2031,Instagram,Ad,1835,8709,245,3/14/2024
2032,Twitter,Ad,843,1146,51,3/14/2024
2033,Twitter,Post,2307,6824,78,3/14/2024
2034,Facebook,Post,2884,3517,207,3/15/2024
2035,Facebook,Post,737,2678,212,3/15/2024
2036,Instagram,Reel,4746,15482,251,3/15/2024
2037,Instagram,Story,3495,3787,25,3/15/2024
2038,Instagram,Reel,3136,11102,886,3/15/2024
2039,Twitter,Post,3581,11786,272,3/15/2024
2040,Facebook,Reel,3452,15358,1291,3/16/2024
2041,Facebook,Ad,4510,21387,1657,3/16/2024
2042,Instagram,Story,993,3020,239,3/16/2024
2043,Twitter,Story,4782,19801,718,3/16/2024
2044,Twitter,Reel,335,903,72,3/16/2024
2045,Twitter,Story,1104,2270,189,3/16/2024
2046,Instagram,Ad,4052,19853,1882,3/17/2024
2047,Instagram,Reel,3338,12037,1120,3/17/2024
2048,Twitter,Reel,4471,17146,704,3/17/2024
2049,Instagram,Reel,4542,15596,516,3/18/2024
2050,Instagram,Post,1064,5129,398,3/18/2024
2051,Facebook,Post,1576,3399,338,3/19/2024
2052,Facebook,Story,4356,16942,1261,3/19/2024
2053,Facebook,Ad,3940,4373,417,3/19/2024
2054,Twitter,Post,1131,4049,233,3/19/2024
2055,Twitter,Post,2207,10484,124,3/19/2024
2056,Facebook,Story,3737,8664,554,3/20/2024
2057,Facebook,Reel,2534,2873,83,3/20/2024
2058,Facebook,Reel,3049,3582,62,3/20/2024
2059,Twitter,Reel,1523,2658,211,3/20/2024
2060,Twitter,Reel,2080,3327,256,3/20/2024
2061,Instagram,Ad,504,1244,16,3/21/2024
2062,Facebook,Post,2492,2956,125,3/22/2024
2063,Facebook,Story,3584,14984,376,3/22/2024
2064,Twitter,Post,280,1288,124,3/22/2024
2065,Twitter,Reel,4762,19067,626,3/22/2024
2066,Facebook,Reel,3335,16449,1426,3/23/2024
2067,Instagram,Reel,2260,5166,267,3/24/2024
2068,Instagram,Post,322,1088,89,3/24/2024
2069,Twitter,Story,4387,14796,885,3/24/2024
2070,Twitter,Ad,2448,10229,897,3/24/2024
2071,Instagram,Reel,1592,7362,354,3/25/2024
2072,Instagram,Post,1288,3774,72,3/25/2024
2073,Instagram,Ad,2377,7158,106,3/25/2024
2074,Twitter,Ad,4518,13926,1281,3/25/2024
2075,Instagram,Story,4700,5411,473,3/26/2024
2076,Instagram,Post,2366,11254,202,3/26/2024
2077,Instagram,Story,2173,9911,619,3/26/2024
2078,Twitter,Post,4203,19724,1182,3/26/2024
2079,Twitter,Ad,1048,3220,152,3/26/2024
2080,Facebook,Story,1578,5912,239,3/27/2024
2081,Twitter,Reel,4696,9204,113,3/27/2024
2082,Facebook,Story,628,1712,171,3/28/2024
2083,Facebook,Reel,4828,15145,1420,3/28/2024
2084,Twitter,Post,128,207,10,3/28/2024
2085,Twitter,Story,2142,8005,529,3/28/2024
2086,Twitter,Post,456,1671,99,3/28/2024
2087,Instagram,Ad,4540,14096,860,3/29/2024
2088,Instagram,Reel,605,1517,109,3/29/2024
2089,Twitter,Story,3640,5743,446,3/29/2024
2090,Twitter,Reel,1253,5898,475,3/29/2024
2091,Instagram,Post,1270,2232,45,3/30/2024
2092,Instagram,Story,3057,3534,302,3/30/2024
2093,Instagram,Story,4710,15581,306,3/30/2024
2094,Twitter,Ad,3933,11693,705,3/30/2024
2095,Facebook,Post,1506,5457,379,3/31/2024
2096,Facebook,Reel,2190,9260,868,3/31/2024
2097,Instagram,Post,4501,16182,1493,3/31/2024
2098,Instagram,Reel,2036,8434,495,3/31/2024
2099,Twitter,Ad,2172,8424,305,3/31/2024
2100,Facebook,Reel,2844,3630,107,4/1/2024
2101,Facebook,Ad,2836,5122,353,4/1/2024
2102,Facebook,Ad,1553,2862,27,4/1/2024
2103,Instagram,Reel,4995,15692,996,4/1/2024
2104,Twitter,Ad,1704,5418,364,4/1/2024
2105,Twitter,Story,1808,8265,195,4/1/2024
2106,Twitter,Story,4636,4695,367,4/1/2024
2107,Facebook,Ad,2232,3524,30,4/2/2024
2108,Instagram,Story,1299,1590,135,4/2/2024
2109,Twitter,Reel,4585,9465,432,4/2/2024
2110,Twitter,Reel,294,1006,41,4/2/2024
2111,Twitter,Post,4740,11444,1063,4/2/2024
2112,Facebook,Story,330,1256,43,4/3/2024
2113,Facebook,Post,248,405,10,4/3/2024
2114,Twitter,Ad,133,256,18,4/3/2024
2115,Twitter,Reel,3941,14257,1252,4/3/2024
2116,Twitter,Post,3182,6973,663,4/3/2024
2117,Facebook,Reel,612,1142,31,4/4/2024
2118,Facebook,Reel,2173,5590,175,4/4/2024
2119,Instagram,Reel,4422,11397,708,4/4/2024
2120,Twitter,Post,1068,3526,101,4/4/2024
2121,Twitter,Post,2012,2856,226,4/4/2024
2122,Facebook,Ad,2806,7704,287,4/5/2024
2123,Facebook,Reel,4763,8894,31,4/5/2024
2124,Facebook,Ad,2370,10746,53,4/5/2024
2125,Instagram,Ad,2444,7683,370,4/5/2024
2126,Instagram,Ad,912,1670,77,4/5/2024
2127,Twitter,Reel,2601,4664,35,4/5/2024
2128,Twitter,Reel,1014,3928,297,4/5/2024
2129,Facebook,Story,3824,17695,1429,4/6/2024
2130,Facebook,Reel,2019,5867,14,4/6/2024
2131,Facebook,Story,2528,8741,85,4/6/2024
2132,Instagram,Reel,2322,6496,461,4/6/2024
2133,Instagram,Story,4700,22682,1935,4/6/2024
2134,Instagram,Story,2804,5821,398,4/6/2024
2135,Twitter,Post,2412,11557,994,4/6/2024
2136,Twitter,Ad,4534,11659,527,4/6/2024
2137,Twitter,Ad,2078,5914,504,4/6/2024
2138,Facebook,Ad,2064,6587,545,4/7/2024
2139,Facebook,Ad,4078,11931,60,4/7/2024
2140,Instagram,Reel,4184,8761,863,4/7/2024
2141,Instagram,Ad,2682,10867,466,4/7/2024
2142,Instagram,Story,2495,6659,296,4/7/2024
2143,Facebook,Ad,4423,18797,1056,4/8/2024
2144,Facebook,Post,1801,5335,351,4/8/2024
2145,Instagram,Reel,1531,5069,373,4/8/2024
2146,Facebook,Ad,1997,4091,289,4/9/2024
2147,Facebook,Story,4322,18801,745,4/9/2024
2148,Instagram,Post,1402,5232,28,4/9/2024
2149,Instagram,Story,915,3894,181,4/9/2024
2150,Twitter,Reel,1792,3553,104,4/9/2024
2151,Twitter,Reel,4706,10780,692,4/9/2024
2152,Twitter,Ad,112,480,31,4/9/2024
2153,Facebook,Ad,4129,19331,1211,4/10/2024
2154,Facebook,Story,3575,15877,1537,4/10/2024
2155,Facebook,Post,2321,7493,233,4/10/2024
2156,Instagram,Reel,2181,5441,432,4/10/2024
2157,Facebook,Post,4811,13647,1180,4/11/2024
2158,Instagram,Story,1798,4448,13,4/11/2024
